newspaper,link,town,state
Pioneer Times,http://www.pioneertimes.com/,Vassar,Michigan
Plymouth Observer,https://www.hometownlife.com/,Plymouth,Michigan
Port Austin Times,https://www.theoaklandpress.com/,Not Specified,Michigan
Redford Observer,https://www.hometownlife.com/,Redford,Michigan
Rochester Eccentric,https://www.hometownlife.com/,Rochester,Michigan
Romulus Roman,http://www.micomnews.com/html/romulus.html,Romulus,Michigan
Challis Messenger,https://www.postregister.com/messenger/,Challis,Idaho
Clearwater Tribune,http://www.clearwatertribune.com/,Orofino,Idaho
Coeur d’Alene Press,https://www.cdapress.com/,Not Specified,Idaho
Idaho Mountain Express,https://www.mtexpress.com/,Ketchum,Idaho
Saginaw News,http://sa.mlive.com/news/,Saginaw,Michigan
Saline Reporter,http://www.thenewsherald.com/,Saline,Michigan
Sentinel-Standard,https://www.sentinel-standard.com/,Ionia,Michigan
Southfield Eccentric,https://www.hometownlife.com/,Southfield,Michigan
State News,https://statenews.com/,Not Specified,Michigan
Idaho Press-Tribune,https://www.idahopress.com/,Nampa,Idaho
Idaho State Journal,https://www.idahostatejournal.com/,Pocatello,Idaho
Idaho Unido,http://webapps.myregisteredsite.com/frozen-redirect.html,Blackfoot,Idaho
The Idaho Statesman,http://www.Idahostatesman.com/,Boise,Idaho
Island Park News,http://www.islandparknews.com/,Not Specified,Idaho
Straitsland Resorter,http://www.resorter.com/,Cheboygan,Michigan
Sturgis Journal,https://www.sturgisjournal.com/,Sturgis,Michigan
Traverse City Record-Eagle,https://www.record-eagle.com/,Not Specified,Michigan
Tri-County Times,https://www.tctimes.com/,Fenton,Michigan
LatahEagle,http://www.lataheagle.com/,Potlach,Idaho
Lewiston Morning Tribune,https://lmtribune.com/,Lewiston,Idaho
The Moscow-Pullman Daily News,https://dnews.com/,Moscow,Idaho
Mountain Home News,http://www.mountainhomenews.com/,Not Specified,Idaho
News-Examiner,https://www.hjnews.com/montpelier/,Montpelier,Idaho
Post Register,https://idahonews.com/,Not Specified,Idaho
Saint Maries Gazette-Record,https://www.afternic.com/domains/stmariesidaho.com,Not Specified,Idaho
Troy Eccentric,https://www.hometownlife.com/,Troy,Michigan
Tuscola County Advertiser,http://www.tuscolaadvertiser.com/,Caro,Michigan
Waterford Eccentric,https://www.hometownlife.com/,Waterford,Michigan
Wayne Eagle,http://www.micomnews.com/html/wayne.html,Wayne,Michigan
West Bloomfield-Lakes Eccentric ,https://www.hometownlife.com/,Not Specified,Michigan
Westland Observer,https://www.hometownlife.com/,Westland,Michigan
Sandpoint Online,https://www.sandpoint.com/,Sandpoint,Idaho
The South Idaho Press,https://magicvalley.com/,Burley,Idaho
Spokesman Review,http://www.spokesman.com/,Not Specified,Idaho
The Star-News,https://www.homecu.net/~starnews/,McCall,Idaho
The Times-News,https://magicvalley.com/,Not Specified,Idaho
Treasure Valley Christian News,http://imcnews.org/,Boise,Idaho
White Lake Beacon,https://www.shorelinemedia.net/white_lake_beacon/,Whitehall,Michigan
Ypsilanti Courier,http://www.thenewsherald.com/,Ypsilanti,Michigan
Ypsilanti Press,http://aa.mlive.com/ypsi/,Ypsilanti,Michigan
Weiser Signal American,http://www.ruralnetwork.net/~newsroom/,Weiser,Idaho
Wood River Journal,https://www.mtexpress.com/,Hailey,Idaho
Minnesota Newspaper Association,http://www.mnnewspapernet.org/,Minneapolis,Minnesota
Advocate-Tribune,https://www.granitefallsnews.com/,Not Specified,Minnesota
Aitkin Independent Age,https://www.messagemedia.co/aitkin/,Aitkin,Minnesota
Albany Enterprise,https://star-pub.com/,Albany,Minnesota
Albert Lea Tribune,https://www.albertleatribune.com/,Not Specified,Minnesota
Annandale Advocate,http://www.annandalearea.com/cPSNR/,Annandale,Minnesota
Anoka County Union,http://www.anokacountyunion.com/,Anoka,Minnesota
Austin Daily Herald,https://www.austindailyherald.com/,Austin,Minnesota
Blaine Life,http://www.blaine-slplife.com/,Not Specified,Minnesota
The Brainerd Daily Dispatch,https://www.brainerddispatch.com/,Brainerd,Minnesota
Butterfield Advocate,http://butterfieldnews.com/,Butterfield,Minnesota
The Caledonia Argus,http://www.ecm-inc.com/news/caledonia/,Caledonia,Minnesota
Camden Community News,http://www.camdennews.org/,Minneapolis,Minnesota
Cannon Falls Beacon,https://cannonfalls.com/,Not Specified,Minnesota
Chanhassen Villager,https://www.swnewsmedia.com/chanhassen_villager/,Chanhassen,Minnesota
Chaska Herald,https://www.swnewsmedia.com/chaska_herald/,Chaska,Minnesota
Chatfield News,http://www.chatfieldnews.com/,Chatfield,Minnesota
The Circle Online,http://thecirclenews.org/,Minneapolis,Minnesota
City Pages,http://www.citypages.com/about,Minneapolis,Minnesota
Cook County News Herald,http://www.grandmarais-mn.com/index.php,Not Specified,Minnesota
Cook County Star,http://cookcountystar.com/,Not Specified,Minnesota
Coon Rapids Herald,http://coonrapidsherald.com/,Not Specified,Minnesota
Cottonwood County Citizen,http://www.windomnews.com/,Windom,Minnesota
Crookston Daily Times,https://www.crookstontimes.com/,Crookston,Minnesota
County Bulletin,https://www.swcbulletin.com/,Not Specified,Minnesota
County News,http://www.ecm-inc.com/news/countynews/,Cambridge,Minnesota
Daily Globe,https://www.dglobe.com/,Worthington,Minnesota
The Daily Journal,http://www.dailyjournal-ifalls.com/,Not Specified,Minnesota
Daily Journal,https://www.fergusfallsjournal.com/,Not Specified,Minnesota
The Daily Tribune,https://www.hibbingmn.com/,Hibbing,Minnesota
Delano Eagle,https://www.hometownsource.com/press_and_news/eagle.html,Delano,Minnesota
Detroit Lakes Tribune,https://www.dl-online.com/,Not Specified,Minnesota
The Drummer,http://www.thedrummer.com/,Buffalo,Minnesota
Duluth Budgeteer News,https://www.duluth.com/placed/,Duluth,Minnesota
Duluth News-Tribune,https://www.duluthnewstribune.com/,Duluth,Minnesota
Duluth Shipping News,http://duluthshippingnews.com/,Duluth,Minnesota
Echo Press,https://www.echopress.com/,Alexandria,Minnesota
ECM Post Review,http://www.ecm-inc.com/news/postreview/,Not Specified,Minnesota
Eden Prairie News,https://www.swnewsmedia.com/eden_prairie_news/,Not Specified,Minnesota
Elk River Star News,http://www.ecm-inc.com/news/elkriver/,Not Specified,Minnesota
Ely Echo,https://www.elyecho.com/,Ely,Minnesota
Enterprise Dispatch,http://www.dcednews.com/,Dassel,Minnesota
Faribault County Register,http://www.fcregister.com/,Not Specified,Minnesota
Faribault Daily News,http://www.southernminn.com/faribault_daily_news/,Faribault,Minnesota
Finance and Commerce,https://finance-commerce.com/,Minneapolis,Minnesota
Focus News,http://www.focusnews.com/,Not Specified,Minnesota
Forest Lake Times,https://www.hometownsource.com/forest_lake_times/,Not Specified,Minnesota
The Free Press,http://www.mankato-freepress.com/,Mankato,Minnesota
Fulda Free Press,https://www.hugedomains.com/domain_profile.cfm?d=fuldafreepress&e=com,Fulda,Minnesota
Grant County Herald,http://www.grantherald.com/,Not Specified,Minnesota
Headlight Herald,https://headlightherald.com/,Tracy,Minnesota
Herald Dispatch,https://www.sleepyeyenews.com/,Not Specified,Minnesota
Herald Review,http://www.grandrapids-mn.com/,Not Specified,Minnesota
Hibbing Daily Tribune,https://www.hibbingmn.com/placed/,Hibbing,Minnesota
Houston County News,http://www.lacrescent.com/,Not Specified,Minnesota
Howard Lake-Waverly Herald,http://www.herald-journal.com/,Not Specified,Minnesota
Hugonian,http://www.hugonian.com/,Hugo,Minnesota
Hutchinson Leader,https://www.crowrivermedia.com/hutchinsonleader/,Hutchinson,Minnesota
Independent News Herald,https://www.inhnews.com/,Clarissa,Minnesota
Itasca News,http://www.itascanews.com/,Itasca,Minnesota
Ivanhoe Times,http://ivanhoetimes.freeservers.com/,Ivanhoe,Minnesota
Jackson County Pilot,https://www.jacksoncountypilot.com/,Jackson,Minnesota
Jordan Independent,https://www.swnewsmedia.com/jordan_independent/,Jordan,Minnesota
The Journal,http://www.oweb.com/,Not Specified,Minnesota
Kanabec Times,http://www.moraminn.com/,Mora,Minnesota
Lake County News-Chronicle,https://www.lcnewschronicle.com/,Not Specified,Minnesota
Lakeshore Weekly News,https://www.swnewsmedia.com/lakeshore_weekly/,Wayzata,Minnesota
Larson Publications Newspapers,https://www.hometownsource.com/press_and_news/,Osseo,Minnesota
Long Prairie Leader,http://www.lpleader.com/,Not Specified,Minnesota
McLeod County Chronicle,http://www.glencoenews.com/,Glencoe,Minnesota
Melrose Beacon,https://star-pub.com/,Melrose,Minnesota
Mesabi Daily News,https://www.virginiamn.com/placed/,Virginia,Minnesota
Mille Lacs County Times,http://www.ecm-inc.com/news/milaca/,Milaca,Minnesota
The Minnesota Daily,https://www.mndaily.com/,Minneapolis,Minnesota
The Minneota Mascot,https://starpoint.net/~paper/,Minneota,Minnesota
Minnesota Women’s Press,https://womenspress.com/,Not Specified,Minnesota
Montevideo American News,https://www.montenews.com/,Montevideo,Minnesota
Monticello Times,http://www.montitimes.com/,Monticello,Minnesota
Morrison County Record,https://www.hometownsource.com/morrison_county_record/,Not Specified,Minnesota
Mountain Lake Observer,http://www.mtlakenews.com/,Not Specified,Minnesota
Murray County News,https://www.murraycountynews.com/,Slayton,Minnesota
New Prague Times,http://www.newpraguetimes.com/,Not Specified,Minnesota
New Ulm Journal,http://www.oweb.com/,Not Specified,Minnesota
New York Mills Herald,http://www.newyorkmills.com/,Not Specified,Minnesota
News-Record,http://www.hometown-pages.com/newsrecord/,Harmony,Minnesota
News-Record,http://www.zumbrota.com/,Zumbrota,Minnesota
Nobles County Review,http://www.noblescountyreview.com/,Adrian,Minnesota
Northfield News,http://www.southernminn.com/northfield_news/,Northfield,Minnesota
Owatonna People’s Press,http://www.southernminn.com/owatonna_peoples_press/,Owatonna,Minnesota
Park Rapids Enterprise,https://www.parkrapidsenterprise.com/,Not Specified,Minnesota
The Paynesville Press,http://www.paynesvillearea.com/,Paynesville,Minnesota
The Pilot-Independent,https://www.walkermn.com/,Walker,Minnesota
Pine City Pioneer,http://www.pinecitymn.com/,Not Specified,Minnesota
Pine County Pioneer,http://www.pinecitymn.com/,Not Specified,Minnesota
Pine River Journal,https://www.pineandlakes.com/,Not Specified,Minnesota
Pope County Tribune,https://pctribune.com/,Glenwood,Minnesota
Post-Bulletin,https://www.postbulletin.com/,Rochester,Minnesota
Prairie Reader,http://www.prairiereader.com/,Mankato,Minnesota
Princeton Union-Eagle,http://www.ecm-inc.com/news/princeton/,Princeton,Minnesota
Prior Lake American,https://www.swnewsmedia.com/prior_lake_american/,Not Specified,Minnesota
Proctor Journal,http://www.proctorjournal.com/24807/2008/1/this-weeks-issuepdf,Proctor,Minnesota
Pulse of the Twin Cities,http://findingresult.com/?dn=pulsetc.com&pid=9POLOCM60&_glst=0&rpid=9PO13PP3V,Minneapolis,Minnesota
Redwood Gazette,https://www.redwoodfallsgazette.com/,Not Specified,Minnesota
Republican Eagle,https://www.republican-eagle.com/,Not Specified,Minnesota
Republican-Leader,http://www.hometown-pages.com/LkdUL/mQSRl/UapNL/leader/,Preston,Minnesota
Rock County Star Herald,http://www.star-herald.com/,Luverne,Minnesota
Saint Cloud Times,https://www.sctimes.com/,Not Specified,Minnesota
Saint James Plaindealer,https://www.stjamesnews.com/,Not Specified,Minnesota
Saint Paul Pioneer Press,https://www.twincities.com/,Not Specified,Minnesota
Sauk Centre Herald,https://star-pub.com/,Not Specified,Minnesota
Savage Pacer,https://www.swnewsmedia.com/savage_pacer/,Not Specified,Minnesota
The Sentinel,http://www.fairmontsentinel.com/,Fairmont,Minnesota
Shakopee Valley News,https://www.swnewsmedia.com/shakopee_valley_news/,Shakopee,Minnesota
Spring Valley Tribune,http://www.hometown-pages.com/mKiUZ/svtribune/,Not Specified,Minnesota
The Star,https://www.pipestonestar.com/,Pipestone,Minnesota
Star Tribune,http://www.startribune.com/,Minneapolis,Minnesota
Star Gazette,https://www.hastingsstargazette.com/,Hastings,Minnesota
Swift County Monitor,http://www.swiftcountymonitor.com/,Benson,Minnesota
Thief River Falls Times,https://trftimes.com/,Not Specified,Minnesota
This Week Newspapers,http://www.thisweek-online.com/,Burnsville,Minnesota
The Timberjay,http://www.timberjay.com/,Tower,Minnesota
Twin Cities Business,http://twincities.bcentral.com/twincities/,Minneapolis,Minnesota
Victoria Gazette,http://www.victoriagazette.com/,Victoria,Minnesota
Waconia Patriot,https://www.hometownsource.com/sun_patriot/,Waconia,Minnesota
Wadena Pioneer Journal,https://www.wadenapj.com/,Wadena,Minnesota
West Central Tribune,https://www.wctrib.com/,Willmar,Minnesota
Winona Daily News,https://www.winonadailynews.com/,Winona,Minnesota
Winona Post,http://www.winonapost.com/,Winona,Minnesota
Winsted Lester Prairie Journal,http://www.herald-journal.com/,Winsted,Minnesota
Woodbury Bulletin,https://www.woodburybulletin.com/,Not Specified,Minnesota
Nebraska Press Association,https://www.nebpress.com/,Lincoln,Nebraska
The Alliance Times-Herald,http://www.alliancetimes.com/,Alliance,Nebraska
Arapahoe Public Mirror,https://www.arapahoe-elwoodonline.com/,Arapahoe,Nebraska
Arthur Enterprise,https://nebnet.net/arthur/,Arthur,Nebraska
Aurora News-Register,https://www.auroranewsregister.com/,Aurora,Nebraska
Beatrice Daily Sun,https://beatricedailysun.com/,Beatrice,Nebraska
Burwell Tribune,http://www.tribune2000.com/,Burwell,Nebraska
Columbus Telegram,https://columbustelegram.com/,Columbus,Nebraska
The Courier-Times,https://nebnet.net/courier/,Sutherland,Nebraska
Custer County Chief,https://www.custercountychief.com/,Not Specified,Nebraska
Daily Nebraskan Online,http://www.dailynebraskan.com/,Lincoln,Nebraska
The Enterprise,http://www.enterprisepub.com/,Blair,Nebraska
Fremont Tribune,http://fremonttribune.com/,Fremont,Nebraska
The Grand Island Independent,https://www.theindependent.com/,Not Specified,Nebraska
Grant County News,https://nebnet.net/hyannis/,Hyannis,Nebraska
Hastings Tribune,http://www.hastingstribune.com/,Hastings,Nebraska
Hooker County Tribune,https://nebnet.net/mullen/,Mullen,Nebraska
Kearney Hub,https://www.kearneyhub.com/,Kearney,Nebraska
Lexington Clipper-Herald,https://lexch.com/,Lexington,Nebraska
Lincoln Journal Star,https://journalstar.com/,Lincoln,Nebraska
The McCook Daily Gazette,http://www.mccookgazette.com/,McCook,Nebraska
Midwest Messenger,https://www.agupdate.com/midwestmessenger/,Tekamah,Nebraska
Neb-Sandhills,https://nebnet.net/,Lincoln,Nebraska
Norfolk Daily News,http://norfolkdailynews.com/,Norfolk,Nebraska
The North Platte Telegraph,https://www.nptelegraph.com/,Not Specified,Nebraska
Omaha Catholic Voice,http://www.tcvomaha.org/,Omaha,Nebraska
Omaha Reader,https://thereader.com/,Omaha,Nebraska
Omaha World-Herald,https://www.omaha.com/,Omaha,Nebraska
The Papillion Times,https://tenerifeforum.site/,Papillion,Nebraska
The Sidney Sun-Telegraph,http://ww55.sidneysun.com/,Sidney,Nebraska
Star-Herald,https://www.starherald.com/,Scottsbluff,Nebraska
South Sioux City Star,http://www.sscdc.net/star/,Not Specified,Nebraska
The Superior Express,http://www.superiorne.com/spc.htm,Superior,Nebraska
West Point News,http://www.wpnews.com/,Not Specified,Nebraska
York News Times,https://www.yorknewstimes.com/,York,Nebraska
Missouri Press Association,http://mopress.com/,Columbia,Missouri
The Blue Springs Examiner,https://www.examiner.net/,Not Specified,Missouri
Bolivar Herald-Free Press,http://www.zwire.com/site/news.cfm?brd=48,Bolivar,Missouri
Boonville Daily News,https://www.boonvilledailynews.com/,Boonville,Missouri
Branson Tri-Lakes Daily News,https://www.branson.com/articles/,Branson,Missouri
The Carthage Press,https://www.neoshodailynews.com/,Carthage,Missouri
Cash-Book Journal,https://www.hugedomains.com/domain_profile.cfm?d=jacksonmo&e=com,Jamesport,Missouri
Cassville Democrat,http://www2.mo-net.com/~democrat/,Cassville,Missouri
Chronicle-Herald,https://www.maconhomepress.com/,Macon,Missouri
Columbia Daily Tribune,http://www.showmenews.com/,Columbia,Missouri
Constitution-Tribune,https://www.chillicothenews.com/,Chillicothe,Missouri
Crane Chronicle / Stone County Republican,http://www.stonecountynews.com/,Crane,Missouri
Cuba Free Press,https://www.threeriverspublishing.com/TRP3/index.php?option=com_content&view=category&layout=blog&id=27,Cuba,Missouri
Daily American Republic,http://www.darnews.com/,Not Specified,Missouri
The Jefferson City News-Tribune,http://www.newstribune.com/,Not Specified,Missouri
The Daily Dunklin Democrat,http://www.dddnews.com/,Kennett,Missouri
Daily Guide,https://www.therolladailynews.com/,Waynesville,Missouri
